D:\Project\wordloom-v3\backend\scripts\legacy\search_outbox_worker.py:52: DeprecationWarning: 'asyncio.WindowsSelectorEventLoopPolicy' is deprecated and slated for removal in Python 3.16
  asyncio.set_event_loop_policy(asyncio.WindowsSelectorEventLoopPolicy())
D:\Project\wordloom-v3\backend\scripts\legacy\search_outbox_worker.py:52: DeprecationWarning: 'asyncio.set_event_loop_policy' is deprecated and slated for removal in Python 3.16
  asyncio.set_event_loop_policy(asyncio.WindowsSelectorEventLoopPolicy())
[OK] Database: postgresql+psycopg://wordloom:wordloom@localhost:5435/wordloom_test
{"ts": "2026-02-14T14:39:23.264541+00:00", "level": "INFO", "logger": "infra.observability.tracing", "event": "tracing.startup", "enabled": true, "otel_service_name": "wordloom-search-outbox-worker", "otlp_protocol": "http/protobuf", "otlp_target": "http://localhost:4318/v1/traces", "otlp_target_raw": "http://localhost:4318/v1/traces", "collector_reachable": true, "exporter_configured": true, "exporter_reason": "configured", "sampler": "always_on", "sampler_arg": "", "message": "tracing.startup", "taskName": null}
{"ts": "2026-02-14T14:39:23.265959+00:00", "level": "INFO", "logger": "infra.observability.tracing", "event": "tracing.config", "enabled": true, "otel_service_name": "wordloom-search-outbox-worker", "otlp_protocol": "http/protobuf", "otlp_target": "http://localhost:4318/v1/traces", "sampler": "always_on", "sampler_arg": "", "message": "tracing.config", "taskName": null}
{"ts": "2026-02-14T14:39:23.310046+00:00", "level": "INFO", "logger": "__main__", "message": "Search outbox worker starting: db=postgresql+psycopg://wordloom:wordloom@localhost:5435/wordloom_test, es=http://localhost:19200 index=wordloom-test-search-index, bulk=50, concurrency=1, poll=0.050s, worker_id=labs-expE-w1, lease=30s, max_processing=300s", "taskName": "Task-1"}
{"ts": "2026-02-14T14:39:23.310139+00:00", "level": "INFO", "logger": "__main__", "message": "Observability schema: labs-009-v2 (file=D:\\Project\\wordloom-v3\\backend\\scripts\\legacy\\search_outbox_worker.py)", "taskName": "Task-1"}
{"ts": "2026-02-14T14:39:23.310180+00:00", "level": "WARNING", "logger": "__main__", "message": "[LABS] OUTBOX_EXPERIMENT_BREAK_CLAIM enabled: claim is non-atomic (no row lock) with 1.200s delay", "taskName": "Task-1"}
{"ts": "2026-02-14T14:39:23.310284+00:00", "level": "WARNING", "logger": "__main__", "message": "[LABS] OUTBOX_EXPERIMENT_PROCESS_SLEEP_SECONDS enabled: sleeping 1.200s after claim before processing", "taskName": "Task-1"}
{"ts": "2026-02-14T14:39:23.313241+00:00", "level": "INFO", "logger": "__main__", "message": "Outbox worker metrics listening on :19146", "taskName": "Task-1"}
{"ts": "2026-02-14T14:39:23.384085+00:00", "level": "INFO", "logger": "__main__", "message": "Outbox runtime endpoints listening on :19166 (/healthz,/readyz)", "taskName": "Task-1"}
{"ts": "2026-02-14T14:39:23.420737+00:00", "level": "INFO", "logger": "__main__", "message": "[ENV_GUARD] Database environment check: OK", "taskName": "Task-1"}
{"ts": "2026-02-14T14:39:23.919178+00:00", "level": "INFO", "logger": "__main__", "event": "outbox.claim_batch", "layer": "worker", "projection": "search_index_to_elastic", "worker_id": "labs-expE-w1", "claim_batch_id": "468f2be9-58d0-45b9-ba4a-6ab7841ab0d0", "obs_schema": "labs-009-v2", "batch_size": 50, "claimed": 0, "claim_mode": "non_atomic", "message": "outbox.claim_batch", "taskName": "Task-1", "trace_id": "d62c1418f5370e9c775bdda17b0b5988", "span_id": "5b9cbf7d7dab0789"}
{"ts": "2026-02-14T14:39:23.979234+00:00", "level": "INFO", "logger": "__main__", "event": "outbox.claim_batch", "layer": "worker", "projection": "search_index_to_elastic", "worker_id": "labs-expE-w1", "claim_batch_id": "91e88a2c-c925-4352-a6fd-1a7789b0e273", "obs_schema": "labs-009-v2", "batch_size": 50, "claimed": 0, "claim_mode": "non_atomic", "message": "outbox.claim_batch", "taskName": "Task-1", "trace_id": "f0003e9b15a2b384d26e3a6aaab66526", "span_id": "fa22ddd63a54841f"}
{"ts": "2026-02-14T14:39:24.043120+00:00", "level": "INFO", "logger": "__main__", "event": "outbox.claim_batch", "layer": "worker", "projection": "search_index_to_elastic", "worker_id": "labs-expE-w1", "claim_batch_id": "4337b625-4aae-4aa2-8882-e33bb4715a59", "obs_schema": "labs-009-v2", "batch_size": 50, "claimed": 0, "claim_mode": "non_atomic", "message": "outbox.claim_batch", "taskName": "Task-1", "trace_id": "7c77a2dc14d32217cfc4ed22fc0901e2", "span_id": "9dced279500837d8"}
{"ts": "2026-02-14T14:39:24.104852+00:00", "level": "INFO", "logger": "__main__", "event": "outbox.claim_batch", "layer": "worker", "projection": "search_index_to_elastic", "worker_id": "labs-expE-w1", "claim_batch_id": "4606d435-3b9f-4e77-83d6-055dadf37a49", "obs_schema": "labs-009-v2", "batch_size": 50, "claimed": 0, "claim_mode": "non_atomic", "message": "outbox.claim_batch", "taskName": "Task-1", "trace_id": "93081b621bdf5c1c97dfad316c9accb5", "span_id": "54c5b32f177c73fb"}
{"ts": "2026-02-14T14:39:24.166544+00:00", "level": "INFO", "logger": "__main__", "event": "outbox.claim_batch", "layer": "worker", "projection": "search_index_to_elastic", "worker_id": "labs-expE-w1", "claim_batch_id": "d037a0ba-4867-4387-968e-6f2d9453ccfc", "obs_schema": "labs-009-v2", "batch_size": 50, "claimed": 0, "claim_mode": "non_atomic", "message": "outbox.claim_batch", "taskName": "Task-1", "trace_id": "e82a8b4073d26aef5ad9be173c7f8373", "span_id": "27b9be5d87e393b5"}
{"ts": "2026-02-14T14:39:24.228437+00:00", "level": "INFO", "logger": "__main__", "event": "outbox.claim_batch", "layer": "worker", "projection": "search_index_to_elastic", "worker_id": "labs-expE-w1", "claim_batch_id": "2dfff45b-2ded-4b12-a649-7d74e4b60cff", "obs_schema": "labs-009-v2", "batch_size": 50, "claimed": 0, "claim_mode": "non_atomic", "message": "outbox.claim_batch", "taskName": "Task-1", "trace_id": "7c94af24d8a6432ab2c2e06ada1deeb1", "span_id": "2a376279901bdc94"}
{"ts": "2026-02-14T14:39:24.298761+00:00", "level": "INFO", "logger": "__main__", "event": "outbox.claim_batch", "layer": "worker", "projection": "search_index_to_elastic", "worker_id": "labs-expE-w1", "claim_batch_id": "e9f031fe-bb9b-4ef8-9abf-9cc1a8bf28b1", "obs_schema": "labs-009-v2", "batch_size": 50, "claimed": 0, "claim_mode": "non_atomic", "message": "outbox.claim_batch", "taskName": "Task-1", "trace_id": "d222e9b7682e2d0e97bf67c3f5dddb2b", "span_id": "7c402a1930302f8d"}
{"ts": "2026-02-14T14:39:24.362233+00:00", "level": "INFO", "logger": "__main__", "event": "outbox.claim_batch", "layer": "worker", "projection": "search_index_to_elastic", "worker_id": "labs-expE-w1", "claim_batch_id": "a6484938-dff9-4ac4-bba7-543d50d60614", "obs_schema": "labs-009-v2", "batch_size": 50, "claimed": 0, "claim_mode": "non_atomic", "message": "outbox.claim_batch", "taskName": "Task-1", "trace_id": "b3c1a7327a4716dff3ee920e7c87b1b9", "span_id": "44bb120d6e6f7788"}
{"ts": "2026-02-14T14:39:24.422526+00:00", "level": "INFO", "logger": "__main__", "event": "outbox.claim_batch", "layer": "worker", "projection": "search_index_to_elastic", "worker_id": "labs-expE-w1", "claim_batch_id": "045817e9-b4e8-4537-a012-43554973e2a2", "obs_schema": "labs-009-v2", "batch_size": 50, "claimed": 0, "claim_mode": "non_atomic", "message": "outbox.claim_batch", "taskName": "Task-1", "trace_id": "743b2e22fe10a49669bd52fff614dcf9", "span_id": "3b46c205188f8fec"}
