D:\Project\wordloom-v3\backend\scripts\legacy\search_outbox_worker.py:52: DeprecationWarning: 'asyncio.WindowsSelectorEventLoopPolicy' is deprecated and slated for removal in Python 3.16
  asyncio.set_event_loop_policy(asyncio.WindowsSelectorEventLoopPolicy())
D:\Project\wordloom-v3\backend\scripts\legacy\search_outbox_worker.py:52: DeprecationWarning: 'asyncio.set_event_loop_policy' is deprecated and slated for removal in Python 3.16
  asyncio.set_event_loop_policy(asyncio.WindowsSelectorEventLoopPolicy())
[OK] Database: postgresql+psycopg://wordloom:wordloom@localhost:5435/wordloom_test
{"ts": "2026-02-14T14:39:23.272980+00:00", "level": "INFO", "logger": "infra.observability.tracing", "event": "tracing.startup", "enabled": true, "otel_service_name": "wordloom-search-outbox-worker", "otlp_protocol": "http/protobuf", "otlp_target": "http://localhost:4318/v1/traces", "otlp_target_raw": "http://localhost:4318/v1/traces", "collector_reachable": true, "exporter_configured": true, "exporter_reason": "configured", "sampler": "always_on", "sampler_arg": "", "message": "tracing.startup", "taskName": null}
{"ts": "2026-02-14T14:39:23.273292+00:00", "level": "INFO", "logger": "infra.observability.tracing", "event": "tracing.config", "enabled": true, "otel_service_name": "wordloom-search-outbox-worker", "otlp_protocol": "http/protobuf", "otlp_target": "http://localhost:4318/v1/traces", "sampler": "always_on", "sampler_arg": "", "message": "tracing.config", "taskName": null}
{"ts": "2026-02-14T14:39:23.315274+00:00", "level": "INFO", "logger": "__main__", "message": "Search outbox worker starting: db=postgresql+psycopg://wordloom:wordloom@localhost:5435/wordloom_test, es=http://localhost:19200 index=wordloom-test-search-index, bulk=50, concurrency=1, poll=0.050s, worker_id=labs-expE-w2, lease=30s, max_processing=300s", "taskName": "Task-1"}
{"ts": "2026-02-14T14:39:23.315364+00:00", "level": "INFO", "logger": "__main__", "message": "Observability schema: labs-009-v2 (file=D:\\Project\\wordloom-v3\\backend\\scripts\\legacy\\search_outbox_worker.py)", "taskName": "Task-1"}
{"ts": "2026-02-14T14:39:23.315404+00:00", "level": "WARNING", "logger": "__main__", "message": "[LABS] OUTBOX_EXPERIMENT_BREAK_CLAIM enabled: claim is non-atomic (no row lock) with 1.200s delay", "taskName": "Task-1"}
{"ts": "2026-02-14T14:39:23.315514+00:00", "level": "WARNING", "logger": "__main__", "message": "[LABS] OUTBOX_EXPERIMENT_PROCESS_SLEEP_SECONDS enabled: sleeping 1.200s after claim before processing", "taskName": "Task-1"}
{"ts": "2026-02-14T14:39:23.318118+00:00", "level": "INFO", "logger": "__main__", "message": "Outbox worker metrics listening on :19147", "taskName": "Task-1"}
{"ts": "2026-02-14T14:39:23.386958+00:00", "level": "INFO", "logger": "__main__", "message": "Outbox runtime endpoints listening on :19167 (/healthz,/readyz)", "taskName": "Task-1"}
{"ts": "2026-02-14T14:39:23.408390+00:00", "level": "INFO", "logger": "__main__", "message": "[ENV_GUARD] Database environment check: OK", "taskName": "Task-1"}
{"ts": "2026-02-14T14:39:23.915195+00:00", "level": "INFO", "logger": "__main__", "event": "outbox.claim_batch", "layer": "worker", "projection": "search_index_to_elastic", "worker_id": "labs-expE-w2", "claim_batch_id": "29a8905a-fefb-409d-b042-da3e77074cf5", "obs_schema": "labs-009-v2", "batch_size": 50, "claimed": 0, "claim_mode": "non_atomic", "message": "outbox.claim_batch", "taskName": "Task-1", "trace_id": "7413e8211d9afa3a7347b80c23840994", "span_id": "12805ac363dfc73c"}
{"ts": "2026-02-14T14:39:23.977980+00:00", "level": "INFO", "logger": "__main__", "event": "outbox.claim_batch", "layer": "worker", "projection": "search_index_to_elastic", "worker_id": "labs-expE-w2", "claim_batch_id": "cd79f0a7-c343-485e-96af-efc08d6e41ce", "obs_schema": "labs-009-v2", "batch_size": 50, "claimed": 0, "claim_mode": "non_atomic", "message": "outbox.claim_batch", "taskName": "Task-1", "trace_id": "bfe4b2deae77661ad1e993c1d608f45f", "span_id": "747cd047a0cd1384"}
{"ts": "2026-02-14T14:39:24.043109+00:00", "level": "INFO", "logger": "__main__", "event": "outbox.claim_batch", "layer": "worker", "projection": "search_index_to_elastic", "worker_id": "labs-expE-w2", "claim_batch_id": "81bc3d0b-7d0e-4339-bbaa-f63afe1491ba", "obs_schema": "labs-009-v2", "batch_size": 50, "claimed": 0, "claim_mode": "non_atomic", "message": "outbox.claim_batch", "taskName": "Task-1", "trace_id": "5598211d7f9e45250923262916597c23", "span_id": "f78d0dcdc011a51f"}
{"ts": "2026-02-14T14:39:24.104841+00:00", "level": "INFO", "logger": "__main__", "event": "outbox.claim_batch", "layer": "worker", "projection": "search_index_to_elastic", "worker_id": "labs-expE-w2", "claim_batch_id": "5ea2730b-fa9e-46d8-b06b-c7fb66a6fa62", "obs_schema": "labs-009-v2", "batch_size": 50, "claimed": 0, "claim_mode": "non_atomic", "message": "outbox.claim_batch", "taskName": "Task-1", "trace_id": "a1aa52ff229158dd58b2dd99b9462099", "span_id": "a326afcf577109d3"}
{"ts": "2026-02-14T14:39:24.166549+00:00", "level": "INFO", "logger": "__main__", "event": "outbox.claim_batch", "layer": "worker", "projection": "search_index_to_elastic", "worker_id": "labs-expE-w2", "claim_batch_id": "bf87ab79-a0b5-4519-a305-cddae04c09e0", "obs_schema": "labs-009-v2", "batch_size": 50, "claimed": 0, "claim_mode": "non_atomic", "message": "outbox.claim_batch", "taskName": "Task-1", "trace_id": "98b6206057617b2902d4c674e96b30cd", "span_id": "f1b66a9e4b04bae0"}
{"ts": "2026-02-14T14:39:24.228658+00:00", "level": "INFO", "logger": "__main__", "event": "outbox.claim_batch", "layer": "worker", "projection": "search_index_to_elastic", "worker_id": "labs-expE-w2", "claim_batch_id": "82543cb8-14fc-457b-839b-42d78a5d56b9", "obs_schema": "labs-009-v2", "batch_size": 50, "claimed": 0, "claim_mode": "non_atomic", "message": "outbox.claim_batch", "taskName": "Task-1", "trace_id": "992850c41f75c2c25d1193b24fcc33a7", "span_id": "2f4079c6c6e8424c"}
{"ts": "2026-02-14T14:39:24.298768+00:00", "level": "INFO", "logger": "__main__", "event": "outbox.claim_batch", "layer": "worker", "projection": "search_index_to_elastic", "worker_id": "labs-expE-w2", "claim_batch_id": "020b3a88-d3ae-438b-9b6e-2b492df96509", "obs_schema": "labs-009-v2", "batch_size": 50, "claimed": 0, "claim_mode": "non_atomic", "message": "outbox.claim_batch", "taskName": "Task-1", "trace_id": "b690a8a11d7666b0fd31116f9521397f", "span_id": "6136f6da35729aa2"}
{"ts": "2026-02-14T14:39:24.362446+00:00", "level": "INFO", "logger": "__main__", "event": "outbox.claim_batch", "layer": "worker", "projection": "search_index_to_elastic", "worker_id": "labs-expE-w2", "claim_batch_id": "14d1ddaf-2b93-4cbe-8e10-cf1e95c3dfd3", "obs_schema": "labs-009-v2", "batch_size": 50, "claimed": 0, "claim_mode": "non_atomic", "message": "outbox.claim_batch", "taskName": "Task-1", "trace_id": "eff601c686cfd75f745c5d63d4ba3787", "span_id": "8956500bda41f917"}
{"ts": "2026-02-14T14:39:24.422657+00:00", "level": "INFO", "logger": "__main__", "event": "outbox.claim_batch", "layer": "worker", "projection": "search_index_to_elastic", "worker_id": "labs-expE-w2", "claim_batch_id": "30e3cb3f-ca82-4936-bd98-c502c3d0f268", "obs_schema": "labs-009-v2", "batch_size": 50, "claimed": 0, "claim_mode": "non_atomic", "message": "outbox.claim_batch", "taskName": "Task-1", "trace_id": "fe5864ab221587a8e5b364685dd7fc63", "span_id": "99b2f08f8085981b"}
{"ts": "2026-02-14T14:39:24.492503+00:00", "level": "INFO", "logger": "__main__", "event": "outbox.claim_batch", "layer": "worker", "projection": "search_index_to_elastic", "worker_id": "labs-expE-w2", "claim_batch_id": "87c034af-0d8f-476d-9c59-0a0a6af719b7", "obs_schema": "labs-009-v2", "batch_size": 50, "claimed": 0, "claim_mode": "non_atomic", "message": "outbox.claim_batch", "taskName": "Task-1", "trace_id": "c78373eb3a24b41b577513e72b3e4c5f", "span_id": "b0023e2cd13f6588"}
